month	price
2026-01-01	4.787593798134166
2026-02-01	4.390094322389375
2026-03-01	3.9169280586146287
2026-04-01	3.982501560938411
2026-05-01	3.7322609420549053
2026-06-01	3.4837585459792284
2026-07-01	3.452423460266724
2026-08-01	3.7285877742376785
2026-09-01	3.89158785176951
2026-10-01	4.190712921472628
2026-11-01	4.69863216431961
2026-12-01	5.105959867831729
