month	price
2025-01-01	4.667437364983188
2025-02-01	4.291835435593599
2025-03-01	3.865635518097312
2025-04-01	3.914524466511075
2025-05-01	3.634633838643715
2025-06-01	3.3816338827812498
2025-07-01	3.344631832619185
2025-08-01	3.6274283141927968
2025-09-01	3.780026447064599
2025-10-01	4.050424618995846
2025-11-01	4.568427273953666
2025-12-01	4.968664622199113
